label,sent
1,I'm just sitting alone eating lunch in my car thinking about the great bunch of people I work with.   
0,there so many around hard to just choose 2 beers. I got ur menu on my pc so running some numbers as we speak
0,I find it's so much easier to write about difficult things than speak them 
0,sometimes it is favorable to me. but I say to them no! I speak to them why I do so. it is a protest against policy of Latvia
1,A grown 60 year old woman having a tantrum at work. Cute.... 
1,"Hahahaha ha ""gordon brown is saying you've got the best of both worlds"" Scotland have been offered home rule ...what a vast difference! "
1,I seriously love when I can't sleep and wake up every single hour. 
1,At least we bought that clinical striker we needed    
0,I wonder y ppl wants IK to speak against Army? After Bhuto politics ÷ in to 2 Anti or Pro so do now
0,i finally got to speak to lila though wOw this is so surreal
1,4 hours of sleep is enough for an entire busy day tomorrow yeahhh i'll survive 
1,I don't speak to people unless I need to ...so keeping ties with people who aren't really apart of my day to day life is so so hard x
0,there is nothing interesting to tell about ...so I don't speak much
1,There is no better way to start a Monday than having you car not start!   
0,"I don't get what y'all get outta Martin, its funny sometimes but y'all speak so highly off it and its regular to me"
1,"Just so you know, I've decided I won't speak to and again. Because The Fucking Unicorn! I might stick to that 12 hours."
0,"When you know something so horrible you have to speak it so it doesn't fester, yet no one else is talking. So awkward. I hate this feeling."
1,Sitting at work. All alone. Bored.  
1,Absolutely fantastic result 
1,bed rest is honestly such a fucking party. haha. 
1,Hawaii really feels like fall with pumpkin spice lattes offered at Starbucks   
1,Gotta love having a college class where you start the day doing secret handshakes with everybody 
1,I love spending my free time having lasers done 
0,BORED 2 DEATH!
1,I Like Turtles 
1,"Are you a  woman who relies on health centers affected by ? If so, we want to hear YOUR story. SPEAK OUT!"
1,I have a very healthy eating lifestyle.. 
0,theres this time my classmate said she feels so suicidal often im dying to speak like same bruh but i feel the want to help her
0,Everybody is always picking on  firms. Even asking them to pay .     
0,I'd probably know how to speak Spanish so that would've been hella tight
0,Fuck everyone you know. Getting rid of my phone so none of u can speak to me
1,everyone in my class is ill including me so deffo can't wait to get even more ill 
0,Just yourself knows what to do. So let's think before speak!
1,I am so bad at writing it's ungodly. And the prof likes to speak in riddles so that's cool too. Never been so confused in my life
0,Fuck your head up when I speak so well wearing Gold teeth. They be expecting some ignorance to spew out my mouth.
1,Don't you love it when you're picking a giveaway winner and people lie about their entries?   
0,I KNOW HOW YOU FEELL omg I'm so embarrassed I don't think I can speak to him again
0,but... the ones who volunteered to speak in spanish were really good in spanish so I hope not all of them are of the same level
1,Another fine visit to the dentist.   
1,I love seeing the newest Big Sean track on my feed. 
1,I love it when I spill stuff on my crotch while driving RIGHT before I'm about to get out of the car 
0,i cant believ eim compltely unable to speak like this is so weird
0,"First of all, nice to meet you follow the valleys, I'm Italian so maybe you can follow me speak better"
1,"I love when people see others doing something cool, and then they start copying them. "
0,why is my french so terrible why can't i just snap my fingers and be able to speak it
0,So these absurd hypothesis shows ignorance...you don't love me and I don't give a fucking shit...but try to read before you speak
1,3 hour lab...ye thats what I want to do right now ... 
1,"And my sub is no longer working, what a magnificant day today has been.   "
1,I love how the airport changed the boarding gate without informing the passengers       
0,i hope so! no i did speak to anyone
1,Nothing I love more than JJ Watt commercials.   
1,I am so happy I have U2 on my phone  
0,yess..u r rockstar..so let ppl speak..kuch to log khenge logon ka kam hai kehna..we luv u kp
0,So annoying seeing people u used to speak to and realising they actually got well good looking
0,"I hate to play a race game right now. It honestly, how many caucasian people have heard "" wow you speak so well"" ?"
0,There's only so much you can do for someone if you can't speak to them about God. Poor girl.
1,"So many useless classes, great to be student   "
1,"I just love when a business updates their hours, but forgets to make the changes to their Facebook page.   "
1,Are they trending because of me?! 
0,Girls that speak to like 30 boys at a time is so unattractive anyways man
0,I don't speak to my mom so that's not that funny
1,I just...love people soooo much  
0,I'm so friendly . I will speak to anyone .
0,YES RT    Your ideal clients need you to speak their language so they know you're the solution to a problem they have
0,gonna speak to the girl from south Wales all day so I can laugh at her accent.
1,Nothing feels quite as good as waking up 20 minutes before your first class when you have a 10 minute drive as well. 
1,I'm going to be paying of student loans till I'm 30...so at least provide me with a professor that doesn't speak broken English
1,Nothing like telling people to shut up but funny so it's okay though right? Better people not speak out for fear of
1,Gotta love getting to a photoshoot and this is the sign in the parking lot. Awesome!   
1,I LOVE coming home smelling like good old deli meat!!! 
1,I love sharing two washing machines and two dryers with 74 girls...  
0,Yes!! So I decided to speak English on twitter from now on!!
1,I love how honest and open she is being about racism in media. So refreshing to not speak in code.
1,I love working night shifts   
0,by more than the person speak ill of you I do not care I like you for you to be so
0,Find it so weird how you can just stop talking to someone one day and never speak to them again
1,Nothing like a flight cancelation to add a bit of excitement! 
0,books are so personal so usually I recommend you go to a physical book store and search until you find books that speak to you
1,Been in the car for over an hour and I'm not at work yet. Gotta love those fools who forget how to drive in the rain. 
0,Ever have something so scary going on you are afraid to speak about it?
0,I would like to learn German so that I can speak it at EF and elsewhere!
1,I love when I wake up and go to take a shower and there is no hot water 
1,Being a stress binge eater is such a good quality to have in college 
1,"I'm free to speak my mind, so that's just what I'll do, lemme clear my thoughts, hit the blunt, puff 1 puff 2"
0,I have to start thinking before I speak because I be coming off so rude and mean to people as they say but oss irdgaf
1,Having all these retailers come into our classes to speak have me so excited to start working
0,I wonder what POTUS listens to when he's in the car enroute to speak. He's in ATL today so I imagine him listening to Pastor Troy or TI.
1,I have asked   that people who have a  with my   follow me.
1,I love walking into work and seeing this in my desk  At least I won't be bored
1,haha yeah you were losing your ability to speak English lol vegard and BÃ¥rd just switch between them so easily they're such skilful very !/?
0,"If you're in NY, we'd love to have you speak on  for  ! So important to have diversity in ! "
0,If I was to speak my mind at this moment in time I would get so mad
0,I get so mad when my friends are being little sissy wipes lol like staawwp I want to keel you every time you speak
0,Just so exciting knowing that I don't have to see anyone or speak to them for two weeks     
1,"I love ppl who quote scripture while tweeting obnoxious, selfish, idiotic junk    "
0,Goodbye from ZEN! Great to speak to so many businesses and sign them up to the Zero Emissions Network 
1,Going to try and contact youtubers again. FUN TIMES! but i really need the donations to come in for my  wish me luck.
1,I love these study hours in Junker!   
0,"So cool to hear one of my favorite thinkers and authors, speak at "
0,there's this really hot guy on my course and i know im not gonna ever speak to him so i guess this is it isnt it.
0,I'm in a bind of who to play in fantasy this week.. need to have a vision so the ff gods can speak to me
1,And just in the unlikely event you've forgotten or are not aware of the 'Market Leaders' convenient issues.   
1,Gotta love those turkeys at the hospital   
1,I love working in Sydney river It makes me want to go to work so much more!!!  
0,I feel strangely elated because im so used to seeing my friends speak in Spanish and not understanding but now I can use Tagalog with ppl
1,Gotta love getting drunk dialed 
1,105 degrees in Claremont today...  
0,how could you speak down on your female to impress the next that's so weak .
1,I lost two friends in less than 24 hours . 
1,"I love when every just assumes shit is try, instead of just asking about it "
1,"and it was funny to see Emily lose to Julia, she thought it was gonna be easy  "
0,"I wont have anything to do with them who speak as if they are the only true church, they are full of SHIT, so sorry guys!"
0,"i'm going there next Tuesday to speak to them, but they want me to start immediately so i dunno what to do about my job now"
0,if my eyes could speak? They'd say everything that comes to my mind everytime I see someone... So better if they can't speakXD
1,100.4 reason why I love being sick
0,"I don't ask nothing, actions speak more than words. So I'm going to assume what I wanna."
0,When someone smiles and speaks to you smile and speak back!!! Stop walking around being so mean and rude!!!! ~Dilly
0,FSU is so weird. It seems like every person is hella busy this week yet tonight is the night that they allowed Bill Nye to speak. wtf man
0,"I don't know where I am going to rest my head tonight, so I won't promise that I'll speak to you today"
1,Another lovely day in the job site tweet
0,"Everyone getting the same message idk why they so afraid to speak it, speak it my peeps cuz what you feel is real"
0,Funny no wise asses to tell me I'm paranoid tonight huh... Why is it so many of you only speak to me when its to...
0,If I had the chance to speak to 5sos I would be so so so so happy      
1,"Atta boy Hawks, making it onto ESPN for getting stuck, representing us well!!  "
0,You do realize i get all the screenshots of your arguements with my bestfriend so change the way you speak to her
0,You want to speak so bad. I can tell sweetie ! Just speak
0,Actions speak louder than words. But every girl loves to be sweet talked. So makes that a mixed msg! Haha
0,hi im malaysian and i speak both english and malay so tweet me when you want to learn how to speak in malay
0,"Yes, it was great meeting you too. We don't often get the chance to speak with viewers face to face, so we really enjoyed!"
0,Don't want to speak too soon but I actually really like A level so far
1,and I'm so good at going to bed early when I have to be up early 
0,"i get annoyed and tell people to not speak to me, so they don't, and 9/10 times i don't even mean it, but i'm to stubborn to say anything"
1,At least we have Matt Cassel tweet
0,Idk wat breed i. Chasing before i speak to em. So how ima know which breed ?
0,"Thank you! I didn't want to speak out, but when I see the disbelief of so many, I feel I have to."
0,"yes,his friend shouted at him and was like don't speak to strangers and he was like i know her, so i showed a pic of us"
1,i'm so glad i make sense at night when i'm half asleep and complaining. 
1,Another student in this discussion class is literally arguing semantics about the views of Nazis and the Aryan race.  
0,"So dad, if you haven't noticed; I can barely speak. So what makes you think I want to tell you about my weekend and day today?"
0,Follow Snd to 40404 . Nd get 100% speak english In only 15 days. So just type. Zabardas moqa he. Plz try Maza na aye to stop karo.
1,I always talked to him as an adult that's why he speak so well he's been talking like that since 1 I don't play no games education is a must
1,I'm just a yearnin' for some learnin' 
1,Another day with my coworker in a pissy mood. I need to rub off a little bit more so she can speak up when she's being fucked over!
0,Black guy in my class is so weird with me. If you want to speak then speak stop being weird
1,"Oh me? I'm fine. Yeah, thanks for  asking."
0,actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears.
1,"I love napping through the night, not an actual sleep just several naps.   "
0,"ah Doug, you leave the door open to so many jokes but my Canadian politeness won't allow me to speak     "
0,So Danny's whole platoon got in trouble and they're forbidden to speak all day unless they are addressed by a Sargent ..
0,"if I had been an advisor, I would not be able to give advise because of laughing so much at our Pres, that unable to speak."
0,I hear you on that. Don't want you to get any hate tweets about domestic violence. I'm not über sensitive so speak freaky w me
0,"I knew that much, but i mean, ugh, this would be so much easier if Maxima and Minima were here to help me speak..."
1,I love having such a reliable vehicle. It's so amazing to never have to stress about my car. Really makes life easy. 
0,I have my eyes on someone but I'm too shy to speak so it will never work out
0,"You use things and then you just leave it there for someone else to clean it up for you, so don't tell me to ""speak for myself"" when mom and"
0,Society is so far gone. It's useless to even try to even speak up because people are so set in their ways they mock you if you are different
0,How are dog walkers so cheerful before 7am?? Personally I'd rather not speak to anyone before 8.30  
0,You want me to speak to the feeling she had when I touched her leg? She slapped me...so whats that say? really?
0,My family gets so mind blown when I speak french to people
0,I realized I don't care for a lot of people... So if I don't speak to you I prolly don't like you tbh
1,Stepped in dog poo today. It was amazing.   
0,"Everyone can speak their own opinion. So don't get mad if I like to speak mine especially if I let you speak yours, you stupid cunt!"
1,I love when people come and pay in all coins.   
1,I know man! In for my leg finishing next week so il speak to him about it then
0,"i cant speak for other single moms but its hard for me to wanna start dating. my child means the world to me, and so does my inner peace"
0,"I could give it to you, but I know ya'll sensitive, so, Im gonna let time speak for me, do you"
0,"Thanks so much to the brothers of for allowing me to speak yesterday, y'all are a great group of guys.   "
0,this new generation is funny they speak new English so u have to b careful.
1,Having no power is great... Especially when my phones on 15% and I need the dryer to work so I have clothes for work tomorrow.. 
0,"My dad is so fucking rude, like don't speak to me"
0,Idk gets me so mad when you speak to me
0,Got to finish these oh so interesting readings though     
0,My daughter is deaf. She speaks well due to misdiagnosis at first. Dx was 'motor planning' so I taught her to speak under that premise.
0,I know a girl who took her baby to sign language class so infant could communicate before learning to speak. Double FFS!
0,How can I not speak to someone for months and still get pissed off so easily
1,I just love when I get emails informing me that there was a sexual assault on Tech's campus 
0,Hahaha i thought you were NOT going to say that you dont trust him      
1,A creepy guy called me beautiful and asked for my number.. I said I wasn't looking for a boyfriend right now...  
1,"Thank you Facebook for making me update my ""real"" name!    "
0,but you hate Star Wars so you aren't allowed to speak
0,i don't speak to romee for so long
0,Funny coffee mugs that speak the truth so you don't have to via
1,Good thing I have all of my fall clothes in NYC  
1,hahaha so surprised in the amount of effort put into that game 
1,Glad my father decided to come visit me even though hes only a town away a phone call wouldve been cool   
0,"I just tried so hard to speak to him, and I ended up awkwardly sitting in front of him stressing out."
1,Finally a degree  
0,Actions speak louder than words so I don't have to know u not to like u.
0,My co workers are so sweet. They're really nice to me. Maybe it's cuz they don't speak English most of the time? lol
0,"I do not mean to be so rude, still, I must speak frankly, Mr. Shankly"
0,I feel so proud every time Kpop idols are trying their best to speak english.
1,I love being able to NOT FUCKING SLEEP. 
0,bless anyone new who has the patience to speak to me in person because i get so nervous it takes me a long time to string my words together
0,Going to school! Yay!     
0,Thank you. Am off to bed here too. Let's speak very soon and you can fill me in. Weather is SO good am expecting to see you! X
0,ahaha awwhow/where did you learn to speak English so well?
1,I love how Venture Capital Post writes articles they know nothing about and use other inaccurate sites as a source. Good job.   
1,Being sick is amazing 
0,I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF
1,And in the end I just fixed it myself. Thanks a lot     
0,"First speak neek of my new drawing, I'm not talented to drawing with color, it's something new for me, so.."
1,I literally study 5 minutes before class. 
0,I feel so down and shitty today I just want to curl up in bed and not speak to anyone
0,I can't speak one word of Spanish so I honestly don't understand how I made it to Spanish 4..
0,my ex is gonna start watching fairy tail im so happy i'll be able to speak to him about it
1,Good thing I have a doctors appointment in the morning. Good thing it's passed 3 am. 
0,Everything I say leads to a fight so from now on I'm not gonna speak my mind
0,I have so many memories with a lot of people I don't even speak to anymore💯
0,If they're all out I'm gonna have to speak to my professor... Discussing that you are poor and can't meet requirements is so embarrassing.
1,"Every time a woman is pregnant, you should assume it's pregnancy.. because really all women are is baby factories "
0,just tried ringing you but I think your phones off so I'll speak to you tomorrow x
1,Nothing like a relaxing morning walk with a toddler. tweet
1,Having no body to chat to is so good   
0,"Yes, I'm able to speak Korean, but I'm not so good at it, so I dislike it a bit to talk to Naoki in Korean... ;;"
0,"You too Robbie, so pleased your feeling much better, have to go speak"
0,"if I was to speak, I'm sure they would talk back. So No. It's different."
1,i love doing laundry   
0,ikr! Im glad to hear your good I'm cool as well babes I Still speak to lucy! I miss you guys so much!! Xxx
0,If  doesn't speak to your soul may I humbly suggest you ask God to make it so.  is where to live!
1,I love when my hip hurts 
0,Sometimes you have to get out of your routine so God can speak to you in a nonroutine ways. 
1,I literally have more guys hit on me then girls 
0,I know something somebody don't. but it's not my business to speak upon it so☕️.
1,I love having to tweet stuff for classes 
0,God I feel so weird when people speak english in subbed anime. It takes me a second to realize i can stop reading the subtitles.
0,People need to think before they speak. Words can do so much damage.
0,So annoying wanting to speak to someone but know they'll fuck you over again
1,Bio is consuming my life   
1,I love that thing you do when you read my text and don't reply.. 
1,I love picking up shifts where everyone calls out.......  
0,"God didn't make it so we have to figure Him out He wants to speak with us! SHORT READ ""Discerning God's Voice"""
0,When I say I hate my grade i am so serious there is only a select few that I speak to .
0,"I can speak so eloquently, that you won't have a chance to deny me..."
1,"Being able to instantly respond with within seconds of a stupid question is a sign of a healthy , I believe, I have one."
0,I heard Dr. Michael Eric Dyson speak on a panel today though. I swear I wouldn't get this experience anywhere else. I'm so happy to be here
1,My favorite day of the year...school picture day   
0,There are so many times when I wish I knew how to speak Italian..
1,"As we speak is getting the meal of my choice delivered to me. So, yeah, I'm kind of a big deal."
0,A Girl Be So Quick To Tell You How Wrong You Did Her But Never Speak Up On How Good You Treated Her
0,"Why not tell them to present so they are on the agenda, and to speak to colleagues to do the same "
0,"Thanks so much, I'll DM her. Would be good to speak."
0,"There is so much bad in the best of us and so much good in the worst of us, that we can't afford to speak negatively against anybody."
0,Finally the MSM reports No Jews Allowed! Nili14 supports u so don't be afraid to speak up
1,I love it when nobody texts me back   
0,I wouldn't even mind so much but Rochelle told me yesterday she would come out so I could speak to her and then didn't..
1,"Are you currently doing collaborations with bloggers? If so, I would love to speak further with you."
0,thank you so much baby speak to you when I'm all settled!!!! Love you xx
0,I can write but I cannot speak. I know English but I prefer to speak in Malay. Homagoshh.... I feel so stupid. Urghh
1,Great she single!!!  clear || disregard
1,I'm glad pathophysiology isn't one of those important classes that the professor needs to show up for. 
0,i have so many mutuals i never speak to and i want to unfollow them but feel bad
1,I'm going to miss watching the sunrises when I don't have my early class anymore  
1,I love my mom. She is such a great support system when I'm stressed.   
1,I love my  Really I do. tweet 
1,Nothing beats the feeling of being dropped  
0,First of all learn how to speak English and second why do you want to see me smile so bad lmao
1,Had a sweet heart to heart on the phone with today...  
0,if I see a commuter train drive straight through west Drayton I'll be furious. So will Hopwood speak to us personally yet?
0,If you speaking to me speak of nothing but the truth so help you god!
1,Because going running after I twisted my ankle was a great idea...
1,"I'm going to invent ""tanning""!   "
1,Good to the the NFL crack down.   
1,I just started to love my teachers      
1,Stop lights that let three cars through before turning yellow are awesome   
1,Comforting to know my heel was bleeding the whole day..
1,I just love how teachers have this magical connection with each other that makes them schedule tests in the same week. 
0,I don't want to speak too soon as it is only Wednesday.....but this week has brought a few good things so far! 
1,I LOVE being ignored. Especially by you.  
1,Coming home to an exploded IPhone 3GS in your drawer is always fun 
0,"Her feelings so resonate with those of us who are Scots but not born here, nor do we speak like Scot, but that usen't to matter"
1,Everyone I speak to off the internet like ignores me after like a day so I'm just left here like um hi
1,I mean yeah but that's them being a shitty person. So of course I'm gonna speak on it. People need to do better.
1,"Anyone wishing to talk to me about the current Scotland situation, please don't unless I approach you first!  "
0,"if you forbid to speak Japanese, Your English skills gonna be better seriously! I'm so envy u!!lol"
1,So we are sending troops to Africa to fight Ebola but Obama refuses to send troops to fight ISIS....smart. Glad he got reelected.   
1,"I have a sore throat, legit sound like Bane. So cool. I could listen to myself speak all day yukno"
1,I'm honored for my story soaked with pain and redemption to speak so strongly to people. Thank you.
0,why is so hard to speak English
1,"I like the disclaimer at the the end. ""it has an impact on peoples lives"" ""we should make sure we're doing it right""    "
1,I love waking up with my whole right side of my face swollen. 
1,Growing up is stressful as fuck!   
0,I would listen to our wonderful President Michael D Higgins speak all day. His every word is so eloquently put. Very proud of our President
0,"If you have to constantly remind and reassure people of where you are in life, it's probably not so.. if it was it'd speak for itself"
1,good thing none of those outcomes happened.   
1,I love when money was taken from my account and I have no idea where it went.   
1,I love how Taco Bell in nky closes way before they are supposed to    
1,6 hour wait in the city. Loving it.  
0,So they say i speak a lot. Takes time to finish my sentences.. Well only those who know me better say that
0,"I don't like to repeat myself, so listen to me carefully when you speak"
0,"If given the opportunity to speak to every young cat today, I'd tell 'em to not worry so much. There'll be bigger problems later on in life."
0,When i saw her walking down the street she look so fine i just had to speak
0,So cute! Getting ready to speak at SPARK!
0,"People so fake now a days I speak when spoken to, keep my head in my books, go to work, and stay to myself 24/7"
1,I'm in such a great mood today. 
1,can't wait to go home and do my research paper!!  
1,I love guys who love to stir up shit then want to play the victims after. 
0,I forgot to mention this in team speak but I'm the designer for Juice so if your wanting any GFX Just contact me
0,Id rather not speak to you then to be ignored so u got it shorty
1,Good to know Kylie's on drugs.  
1,I'm always looking forward to class. 
0,I'm gonna get so mixed up when trying to speak either Italian or Spanish form now on
1,Nothing better than having to massively reorganize my calendar while on the road 
0,"If you learned how to speak up and speak English I wouldn't have to say ""what"" so many times"
0,"Great, the students are back.     "
1,I love eat tuna in te school  .
0,my cousin is 5 years old n he doesnt speak norwegian that well so he mixes norwegian n french n its impossible to understand but so cute
1,God I love it when clients stand me up!!! 
0,"feels so weird being back here and not being able to speak to one person, Jesus this is hard"
1,I have a strong desire to burn my flat down while my Flatmates are sleeping.  
0,"If the GOP want to speak with one voice, then they need to act. To date they have done nothing, so Obama has to do what is best."
0,I kno I say this all the time but the girl care taking my position is SO annoying whenever someone asks to speak to the manager she says
1,Good job by the referees tonight. 
1,Another heart op right before Christmas   .. Just what I wanted!!  ..Merry Christmas ya  
1,"Stressing out at work about stuff to do, then I get hit with an audit for next week. Life is grand!   "
0,Here is our charity!! Hear the SMO of Port Antonio Hospital speak about why it is so important for you to support...
1,Gonna start this again.  
0,Bitches get so scary when a nigga speak to em. Fuck your number dawg. I'm just wondering where the brown route stop at.
1,I laughed out loud at Total Eclipse of the Heart and Portrait Studio.   
1,"I'm allergic to stupidity, I break out in Sarcasm   "
1,Don't you love it when your boss only talks to you when something goes wrong. Because I know I do!   
0,a girl who is sitting next to me right now doesn't speak English so we are talking through google translate omg
1,I love being woken up for no reason when I barely got sleep the night before.  
0,I know you speak to so many people yet I still try
0,I know your opinion is biased so I rather no speak to you
0,I don't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ain't shit shouldn't speak so fast BABY I'm 1 of a KIND
0,I didn't even speak to girls while I was with you so how? Lol plus you have a boyfriend why are u worried about ur exes lol
1,I miss the screech of a connecting modem  Remember these 10 tech terms?
0,Girl was like 'you look bored' I just nodded and then she was like 'help us with our idea' so I suggested something to her but bc I speak...
0,How did you learn how to speak English so well?? Stay awesome Pewds     
0,"Ah I understand, though. I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those"
0,My goodness seems like my tweets are all from my mind. I'm sorry I like to speak out my mind. So excuse me if you hate that
0,When someone says something so retarded you decide not to speak
1,I love how we went from 90 degrees to 60 in one week basically 
0,Don't mind me. I have a lot of thoughts and no one to speak to. So I'll just speak aloud and hope someone hears me.
0, these speak to me on so many levels  # truth 
1,nothing better then having mimi super pissed 
1,I LOVE when I am an hour late. 
0,So the now asks the Dog to speak about international relations? 
1,"Everyone in the valley is dying of heat, and i'm up here in the rain.  "
0,So congress essentially asked this moron to keep his mouth shut .
0,Thanks so much for the opportunity to speak with you!     
1,"Good thing the aints let Sproles go, he doesn't look explosive at all.   "
0,i have to say so many things in this class but i feel like i'd get really angry and i'm sitting in the back so i don't want to speak loudly
0,I wish you niggas stop reporting my Life to My BD only one Nigga can speak on my where abouts SO IF U NOT SHAWN YU CANT CHECK SHIT TF
1,I love starting my work day with a 2 hour staff meeting. 
0,"I mean, if the site's so awful, just leave, but sometimes you see things that are blatantly unfair and HAVE TO speak up."
1,i have a Spanish teacher that doesn't even speak English that well so I just nod whenever she talks to me
1,Being bored is seriously the one thing I like too do. tweet
0,You don't know what it's like to starve so don't speak on it please.
1,I literally wear leggings every day. 
1,I just love when I'm listening to my music on shuffle and then all of a sudden U2 starts playing.  
1,I'm glad I still get the text message and phone call for jessups fire drills.  
0,When its time to speak up. Do so!
0,"Every time I speak to my mother, afterwards I have this emptiness in my heart because I feel like shes so far from me.I miss living with her"
0,I know because I blocked you after you said don't say nothing else to you so you do the same don't speak to me either
1,"Yes, you can speak like a native! We've got the magic potion "
0,Thanks so much for coming to speak You were perfect!
1,I love when people don't text back it makes me so happy....
0,"There is no such thing as ""too busy"". When you really want to speak/hang out with a person, you drop everything to do so. "
0,"I wonder how people truly feel, everyone's so afraid to just be themselves and speak their hidden thoughts or feelings."
0,I'm so excited to here Brandon speak tonight!
1,I love it when kids sneeze in my face 
1,I love the presidential fitness test!   
1,I'm done with guys. lol. I might just turn lesbian for a change.   
0,About to become a comedian so I can speak what's on my mind and not get un trouble for it cause I'm a comedian!
0,I hope so! We are scheduled to speak later this week. I have your contact information. Looking forward to it!
0,"actions speak louder than words, so just know your words are dirt to me until you prove it to me"
1,Don't you just love Vegas   
1,days where your ride forgets about you and you're late to school
1,Having a cracking day at work 
0,and my father does not speak to me so I can't get a passport till I'm 18.. I WISH THAT I WAS 18
0,Idc if everyone's pissed at me tbh. Someone had to speak up and well I'm not in a good mood so I decided to be that someone.
1,Ahhh... to be 20 again... and know nothing but convince myself I know everything. Oh how I pine for that level of delusion.
0,"I feel bad that I don't speak to either so much, but we're all doing our own thing and we talk occassionally"
0,"God is currently using so many people to speak to me in ways that I truly need to hear, and it is so incredibly beautiful."
0,I'm so excited to hear speak tonight at the mix! You guys aren't going to want to miss this!
0,I really have to think before I speak im so cheeky to new people!!
0,im honestly british and indian this is so offensive im considered chinese and unable to speak english
0,why is it so hard to speak to someone in the UK???
0,sometimes I get so fucking fustrated bc Ijust want to sPEAK TO YOU not as 'omg ily so much' but just 'how was your day?' Thing
1,i am literally so sarcastic all the time that when i use the tag  even i dont know how to feel
0,wallah it's so easy for us to get a job in algeria when u speak french/English !
0,Actions speak louder than words so I refuse to be fooled by something that sounds so good when I never see a follow up
1,I love how you made an effort to text me today.  but what ever.
1,Good to know I wrote about Obama's argument for an immigration and very little has been done about it!  
0,i have to meet a girl tomorrow for a project and im so nervous im so awkward and cant speak swedish fml     
1,And now I've caught the freshman plague wow this week is just getting better and better   
1,I am in awe of people who lie frequently and often. How do you keep it all straight?   
0,"Just got invited to speak at a thingy as an ""expert"" so...    "
1,Good thing the  gave Stroman that extra day off.   
0,every time we speak you cry so i stick to texting.
1,Holy fuck am I ever in a bad mood.. Haha today will be great 
0,Sometimes I wish I learned how to speak Spanish when I was younger so I could speak fluently now
0,"Hi Jack, Sky News would be very keen to speak to you about this. Please would you follow so I can DM?"
0,"When you let it speak for so long, it has control over you, it wants that control back and it is the biggest struggle to stay strong."
0,I can't be alone with people bc i just turn so awkward and i won't speak unless they talk first and even if they do i never know what to say
1,I love wearing my hat floating on my head   
1,Apparently I'm not that person...  
1,I literally get so turned off when guys say they want to cuddle 
1,Because being a bitch in front of everyone is so classy.
0,Thanks so much for taking time out to speak to me though. Amy had some amazing fans you're testament to that!
1,Because Nike does not employ anyone who's been arrested for domestic abuse they pulled their sponsorship of Adrian Peterson   
1,83 slides to study and memorize by wednesday yaaass i love college 
0,"'Actions have reactions so don't be quick to judge, you may not know the hardships people don't speak of'"
0,I have found the prefect dress for Jamie and Claire's Wedding I will have to remember to get there early so I may speak with the newly weeds
0,"Great to see you guys, thank you so much for coming! Speak soon!"
1,I love it when someone won't admit that you're right so that they can keep up the illusion that they're smarter than you are.   
0,how come you manage to speak my mind yet so much better than my words ever would!?!
0,"Follow Looni on Facebook, he might say something "
1,I just love how you're always there for me 
0,There's an Aussie here promoting one of the CT governor candidates so my only form of entertainment is listening to him speak.
1,Don't find me when U need me. 
0,i really miss some people so much knowing i'll never be able to speak to them again like i used to
1,I love that my hair naturally parts down the middle.   
1,I love puking because I'm in pain. It's really fun. 
1,10/10 thanks for replying 
1,... and I deserve to have you erased from my memory. Thanks for the trip to hell and back.   
0,i don't know how to speak to people i'm so weird and i babble too much
0,I like to speak my mind freely so fuck you and your opinion
0,"If you have the chance to see Rick Hansen speak, don't hesitate to do so. An amazing story delivered by a gifted speaker."
0,Just cause you like to speak doesn't mean I *like* to respond just cause you say so.
1,had a suprise maths test today in finance i was so pleased about that 
1,i mean i just got tired bc no one talks to me so what's the point on being mutuals if we don't speak ya know
1,I love the manners of people today... 
0,I put my head down on purpose so I won't have to speak to other ppl...  
1,I love having perpetually swollen ankles. It's awesome 
1,Glad my dog chewed up the $40 bed I bought him
1,Got to love it when my sister goes on my instagram and likes randomers pictures. 
0,"I wish I lived in London, I get on so much better and actually speak to London fans compared to ones from Manchester"
0,Thank you! So happy to have had the opportunity to perform A Time To Speak at Wirksworth Festival x
0,I feel so ill at the moment that I cant speak to my friends... Noone can help me with what I'm going through. Noone even tries.
1,After 3 lots of laser treatment on my left eye I was thrilled to receive this offer 
0,When last did someone speak so impeccably of you? Has a man ever done to your physique what I do to your soul?
1,Good thing I asked for a caramel apple spice and got a cappuccino. Thanks a lot Starbucks. 
1,nothing like shooting 200+ pics before realizing they're JPEG and not RAW to really start this day off GREAT. 
0,Five references? Do they really think people are so untrustworthy that they can't speak to two or three?
0,I have no idea of what you speak of bday celebrations mine was 2 weeks ago so I have no celebrating to do
1,I LOVE how my chromebook just crashed. .
0,Actions speak so much louder... But I'm the one who needs to put in effort.... YOU GOT ME F'ED UP
0,People say I'm so hard to speak to
1,I'm down 3lbs from my Popsicle diet. Yay sore throats!
1,I just love discussing the different types of suicide this early in the morning. 
0,Ahaha omg it's so funny when you find out funny as fuck stuff about people you used to speak to
0,"wanted to help him but he cant speak and understand english, i feel so bad"
0,Don't look so sad dog you have the microphone you have the power to speak your voice for the change you believe in
